,Unnamed: 0,title,date,author,result,id
338,338,Shuanghuanglian oral liquid can inhibit new coronavirus,2020/2/1,Professional medical science popularization platform under Tencent,suspect,https://vp.fact.qq.com/article?id=100efa6c5519a1825125a4ce6d032844
699,896,Pork liver is poisonous and cannot be eaten,2017/9/24,More true sister,suspect,https://vp.fact.qq.com/article?id=6332c29d0822ace4dc31edc8b8c5a581
336,336,Huoxiangzhengqi medicine can treat new coronavirus pneumonia,2020/2/1,Professional medical science popularization platform under Tencent,suspect,https://vp.fact.qq.com/article?id=13a93b6402f92b802d978b648ba875b7
335,335,"Chinese herbal medicine lotion ""Jieeryin"" is a good way to prevent SARS",2020/2/1,"Master of Pharmacology, PhD in Pediatrics",suspect,https://vp.fact.qq.com/article?id=bdaf431cde29101911d075504d4a64b8
332,332,Traditional Chinese medicine Shuanghuanglian oral liquid can inhibit new coronavirus,2020/2/1,"Master of Pharmacology, PhD in Pediatrics",suspect,https://vp.fact.qq.com/article?id=c7f61161c3f13a20a770ce4b15345fde
331,331,"National response: rented houses are rent-free in February, and rent-free for half a month in March and April",2020/2/1,Professional fact verification platform under Tencent News,suspect,https://vp.fact.qq.com/article?id=fb9d4e2ffdd20bad62bc89fc12835e21
330,330,Remdesivir treats new coronavirus pneumonia,2020/2/1,"Associate Professor of Research, Department of Pathology and Experimental Medicine, University of Pennsylvania School of Medicine",suspect,https://vp.fact.qq.com/article?id=338c0e8ea65995381677c6c827e3523d
325,325,"Put the worn mask into the oven and bake it at 60 ℃ for 30 minutes, you can use it repeatedly",2020/2/1,Zhuozheng Medical Dermatologist,suspect,https://vp.fact.qq.com/article?id=f75e7f46809608ef31ee1507d308bede
702,899,Pork liver is poisonous and cannot be eaten,2017/5/6,Song Hui,suspect,https://vp.fact.qq.com/article?id=8fdb5b3ff5343b34fcd4aec5ab842ef2
319,319,"At 24 ° C, the new coronavirus can survive on sputum and urine for several days",2020/2/2,Professional medical science popularization platform under Tencent,suspect,https://vp.fact.qq.com/article?id=6eda95bd51b6eeff57e74f06f37ea012
594,791,Sweet potato skin is poisonous,2017/2/7,Gu Chuanling,suspect,https://vp.fact.qq.com/article?id=97c5d2d0d99d08406f160b21d73baa7b
707,904,Bracken is toxic and 100% carcinogenic,2017/3/17,Zheng Ziyu,suspect,https://vp.fact.qq.com/article?id=4fdd6f44f30c0e28845cfc0fac51ab9e
311,311,Commonly available X-luster XX disinfectant can eliminate new coronavirus,2020/2/3,Zhuo Zheng Medical General Practitioner,suspect,https://vp.fact.qq.com/article?id=589ae639eff5ee061d64bd1dd7ff85f2
299,299,"After returning from the door, be sure to spray the shoes with disinfectant water or leave the shoes outside",2020/2/4,Zhuozheng Medical Physician,suspect,https://vp.fact.qq.com/article?id=109c7987de99257a3e21061f97b19786
358,358,"Mask water can be reused after being steamed, dried, sprayed with alcohol, and exposed to ultraviolet light",2020/1/30,"Attending physician, Department of Respiratory Medicine, Meizhou People's Hospital, Guangdong Province",suspect,https://vp.fact.qq.com/article?id=69b4c13eb8b5f78b0b843da4fe5d9ea5
298,298,"Don't superstitious nucleic acid detection, use CT imaging as the diagnostic criteria for new coronary pneumonia",2020/2/4,"Associate Researcher, Beijing Hospital Clinical Examination Center",suspect,https://vp.fact.qq.com/article?id=1326cfde51d2619b67b134efbba0a4c2
360,360,"Toilet water alcohol content of 70-75%, can effectively prevent new crown virus",2020/1/30,"Master of Pharmacology, PhD in Pediatrics",suspect,https://vp.fact.qq.com/article?id=ab53757847cd4eea61cac64d30b422d4
362,362,Yupingfeng granules effective for new pneumonia,2020/1/30,Professional medical science popularization platform under Tencent,suspect,https://vp.fact.qq.com/article?id=0acefc9a0799e80f222cbf8ff67d6f0d
474,482,Dogs can transmit Ebola to people,2018/8/19,Tencent Medical Code,suspect,https://vp.fact.qq.com/article?id=4bc5e92a03bd1fe57dc2b772728e5e51
472,472,Diarrhea is caused by a virus,2018/11/27,Liang Xiaoli,suspect,https://vp.fact.qq.com/article?id=aa3546e01b77bc4b58499915a551e971
784,994,Man bitten by poisonous snake and bites wife before death,2018/10/7,Fang Jian,suspect,https://vp.fact.qq.com/article?id=d61405b486702dd8104e0bd20791286d
669,866,"Dolphins will use ""puffer fish"" for ""drug addiction""",2018/9/16,Liu Pingping,suspect,https://vp.fact.qq.com/article?id=453fb8c386aab83febe44d366d13f9e5
672,869,Blowfish may be poisoned by himself,2018/8/19,Su Chengyu,suspect,https://vp.fact.qq.com/article?id=84a82b6a170a4b138dcf372a1999b2ca
881,1091,Nitrite can cause poisoning or carcinogenesis,2016/7/25,Lan Ziya,suspect,https://vp.fact.qq.com/article?id=33dfe7fcdbf5f08585ae8b5968a416e0
436,436,N95 masks also need to be changed every 4 hours,2020/1/25,"Master of Pharmacology, PhD in Pediatrics",suspect,https://vp.fact.qq.com/article?id=887427b1869b3db05a2d6ccdc33400a3
431,431,Anti-AIDS drug Lopinavir and Ritonavir tablets can effectively treat Wuhan pneumonia,2020/1/25,"Associate Professor of Research, Department of Pathology and Experimental Medicine, University of Pennsylvania School of Medicine",suspect,https://vp.fact.qq.com/article?id=e79dd74ff13728ddfcdb6dee85ef129e
430,430,"Otolaryngologist Liang Wudong, Hubei Xinhua Hospital, died of new crown pneumonia",2020/1/25,New Media Platform of Shanghai Poster Industry Group,suspect,https://vp.fact.qq.com/article?id=0eac27a587b18f916a303a15956cb631
781,991,After eating barbecue diarrhea is food poisoning,2017/6/6,,suspect,https://vp.fact.qq.com/article?id=35f287551583f1ac16084c3710a0f17a
886,1096,Botulinum injection can wrinkle,2015/1/14,Zhang Minjie,suspect,https://vp.fact.qq.com/article?id=057a644c52f545fa77440feaef3eb543
411,411,Domestic pets can infect new coronavirus,2020/1/26,Professional medical science popularization platform under Tencent,suspect,https://vp.fact.qq.com/article?id=c9f716744c4ce93a63771ef903c1fb08
405,405,"Turn on the air conditioner and heater in the home, and increase the room temperature to 30 degrees to fight against pneumonia",2020/1/26,"Associate Professor of Research, Department of Pathology and Experimental Medicine, University of Pennsylvania School of Medicine",suspect,https://vp.fact.qq.com/article?id=a00298865cbbec0bc833006bd50e1384
755,965,Lily flower (day lily) is poisonous and cannot be eaten,2019/3/2,Mu Zhanglei,suspect,https://vp.fact.qq.com/article?id=33823663e7b09da1814f13c8b2ec506b
681,878,Immature tomatoes are poisonous when eaten,2018/5/22,Cloudless,suspect,https://vp.fact.qq.com/article?id=87e2c3dd4305572d459555a5fce889bd
379,379,"New coronavirus spreads through cash notes, don't collect cash when you go out",2020/1/28,"Master of Pharmacology, PhD in Pediatrics",suspect,https://vp.fact.qq.com/article?id=8c0686fe6b56c6e674e16a7fffa377bf
376,376,"Sneezing can be 8 meters away, and the virus can be suspended for 24 hours",2020/1/28,"Attending physician, Department of Respiratory Medicine, Meizhou People's Hospital, Guangdong Province",suspect,https://vp.fact.qq.com/article?id=e62097fdce2f0b2f32fffc994292a3d9
778,988,Non-toxic nail polish without formaldehyde can be safely applied,2017/12/17,Wu Tingxi,suspect,https://vp.fact.qq.com/article?id=6f5624a43cab955dd47e1f65afa23ad3
685,882,"Drinking water is not good, drinking water will poison you",2018/4/12,Zhao Yanchang,suspect,https://vp.fact.qq.com/article?id=133ef154c60b688a0b1fdaa07779f018
369,369,"Cough Potion ""Musutan"" Can Treat New Coronary Pneumonia",2020/1/29,"Master of Pharmacology, PhD in Pediatrics",suspect,https://vp.fact.qq.com/article?id=8e01f3e6fd441b3d2408a94986c1cca3
367,367,"Do not wear sweaters or coats with fur collars and fleece, it is easy to attract viruses",2020/1/29,Professional medical science popularization platform under Tencent,suspect,https://vp.fact.qq.com/article?id=bc73c00c165b830aa780e8ada6658fb9
361,361,"Use cotton cloth, plastic wrap, and gauze to make masks to prevent new crown virus infection",2020/1/30,"Associate Professor of Research, Department of Pathology and Experimental Medicine, University of Pennsylvania School of Medicine",suspect,https://vp.fact.qq.com/article?id=7b89f7bc0981adeedea2ac84a56306b3
754,964,Soaked black fungus produces toxins and cannot be eaten,2019/9/8,Shi Zhengli,suspect,https://vp.fact.qq.com/article?id=4f6e318aa53d727b786506d2fac3a11e
